image_path,cluster_id,label
..\raw_images\img13084_E_2.jpg,0,Scientific Plots & Charts
..\raw_images\img14839_C.jpg,11,Metallographic Microstructures
..\raw_images\img252_F.jpg,8,EBSD Maps
..\raw_images\img5062_E_2.jpg,7,SEM Morphology
..\raw_images\img9358_B.jpg,11,Metallographic Microstructures
..\raw_images\img12428_A.jpg,11,Metallographic Microstructures
..\raw_images\img9561_D.jpg,0,Scientific Plots & Charts
..\raw_images\img5291_A.jpg,11,Metallographic Microstructures
..\raw_images\img536_C.jpg,0,Scientific Plots & Charts
..\raw_images\img13521_A.jpg,-1,Noise / Mixed
..\raw_images\img126_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7325_D.jpg,0,Scientific Plots & Charts
..\raw_images\img7686_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3397_B.jpg,-1,Noise / Mixed
..\raw_images\img7952_A.jpg,11,Metallographic Microstructures
..\raw_images\img6024_F.jpg,7,SEM Morphology
..\raw_images\img1298_single.jpg,0,Scientific Plots & Charts
..\raw_images\img13650_single.jpg,0,Scientific Plots & Charts
..\raw_images\img4077_A.jpg,-1,Noise / Mixed
..\raw_images\img5795_C.jpg,0,Scientific Plots & Charts
..\raw_images\img13163_B.jpg,11,Metallographic Microstructures
..\raw_images\img13401_C.jpg,2,Elemental Mapping
..\raw_images\img11181_A.jpg,3,Macroscopic Samples
..\raw_images\img7863_F.jpg,11,Metallographic Microstructures
..\raw_images\img8583_single.jpg,0,Scientific Plots & Charts
..\raw_images\img6971_D.jpg,0,Scientific Plots & Charts
..\raw_images\img5408_D.jpg,11,Metallographic Microstructures
..\raw_images\img12870_A.jpg,8,EBSD Maps
..\raw_images\img15802_A.jpg,-1,Noise / Mixed
..\raw_images\img3287_E.jpg,0,Scientific Plots & Charts
..\raw_images\img172_D.jpg,0,Scientific Plots & Charts
..\raw_images\img15691_D.jpg,10,Grain Boundary Structures
..\raw_images\img9122_D_3.jpg,0,Scientific Plots & Charts
..\raw_images\img14495_C.jpg,0,Scientific Plots & Charts
..\raw_images\img13118_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14592_D.jpg,-1,Noise / Mixed
..\raw_images\img2987_D.jpg,0,Scientific Plots & Charts
..\raw_images\img14688_C.jpg,1,Diffraction Patterns
..\raw_images\img9138_A.jpg,11,Metallographic Microstructures
..\raw_images\img10743_D.jpg,4,Experimental Equipment
..\raw_images\img12590_A.jpg,0,Scientific Plots & Charts
..\raw_images\img7079_A.jpg,-1,Noise / Mixed
..\raw_images\img7529_H.jpg,-1,Noise / Mixed
..\raw_images\img15908_D.jpg,11,Metallographic Microstructures
..\raw_images\img7642_B.jpg,10,Grain Boundary Structures
..\raw_images\img669_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4069_F.jpg,0,Scientific Plots & Charts
..\raw_images\img28_B.jpg,-1,Noise / Mixed
..\raw_images\img14620_A.jpg,2,Elemental Mapping
..\raw_images\img5744_F.jpg,1,Diffraction Patterns
..\raw_images\img14089_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6501_E.jpg,7,SEM Morphology
..\raw_images\img14542_G.jpg,0,Scientific Plots & Charts
..\raw_images\img4644_C.jpg,0,Scientific Plots & Charts
..\raw_images\img10146_A.jpg,-1,Noise / Mixed
..\raw_images\img3157_F_2.jpg,0,Scientific Plots & Charts
..\raw_images\img13143_D_2.jpg,7,SEM Morphology
..\raw_images\img6823_C.jpg,11,Metallographic Microstructures
..\raw_images\img13064_G.jpg,8,EBSD Maps
..\raw_images\img7419_E.jpg,11,Metallographic Microstructures
..\raw_images\img10763_C.jpg,-1,Noise / Mixed
..\raw_images\img10686_B.jpg,-1,Noise / Mixed
..\raw_images\img1475_A.jpg,0,Scientific Plots & Charts
..\raw_images\img9355_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1382_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12696_M.jpg,0,Scientific Plots & Charts
..\raw_images\img12238_B_2.jpg,-1,Noise / Mixed
..\raw_images\img7936_A.jpg,-1,Noise / Mixed
..\raw_images\img10033_B.jpg,-1,Noise / Mixed
..\raw_images\img3951_C.jpg,0,Scientific Plots & Charts
..\raw_images\img11098_D.jpg,0,Scientific Plots & Charts
..\raw_images\img650_B.jpg,0,Scientific Plots & Charts
..\raw_images\img833_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13307_D_2.jpg,7,SEM Morphology
..\raw_images\img5299_C.jpg,0,Scientific Plots & Charts
..\raw_images\img1560_B.jpg,11,Metallographic Microstructures
..\raw_images\img6699_B.jpg,9,Element Distribution Maps
..\raw_images\img12298_C.jpg,11,Metallographic Microstructures
..\raw_images\img11105_single.jpg,0,Scientific Plots & Charts
..\raw_images\img9402_G.jpg,11,Metallographic Microstructures
..\raw_images\img6976_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10679_G.jpg,9,Element Distribution Maps
..\raw_images\img3541_D.jpg,-1,Noise / Mixed
..\raw_images\img6480_F.jpg,0,Scientific Plots & Charts
..\raw_images\img1904_A.jpg,4,Experimental Equipment
..\raw_images\img13015_D.jpg,0,Scientific Plots & Charts
..\raw_images\img1359_B.jpg,11,Metallographic Microstructures
..\raw_images\img7463_B.jpg,-1,Noise / Mixed
..\raw_images\img14478_A.jpg,11,Metallographic Microstructures
..\raw_images\img5927_F.jpg,-1,Noise / Mixed
..\raw_images\img10136_D_2.jpg,11,Metallographic Microstructures
..\raw_images\img3201_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1796_B_2.jpg,-1,Noise / Mixed
..\raw_images\img14957_E_2.jpg,0,Scientific Plots & Charts
..\raw_images\img12822_A.jpg,7,SEM Morphology
..\raw_images\img1973_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3968_A.jpg,11,Metallographic Microstructures
..\raw_images\img15640_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11655_C.jpg,-1,Noise / Mixed
..\raw_images\img8566_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10013_C.jpg,0,Scientific Plots & Charts
..\raw_images\img6834_E.jpg,3,Macroscopic Samples
..\raw_images\img2619_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2014_C.jpg,0,Scientific Plots & Charts
..\raw_images\img8502_A.jpg,-1,Noise / Mixed
..\raw_images\img3096_B.jpg,-1,Noise / Mixed
..\raw_images\img3733_single.jpg,0,Scientific Plots & Charts
..\raw_images\img8787_B_2.jpg,9,Element Distribution Maps
..\raw_images\img5766_B.jpg,0,Scientific Plots & Charts
..\raw_images\img5260_D.jpg,9,Element Distribution Maps
..\raw_images\img12067_B.jpg,11,Metallographic Microstructures
..\raw_images\img13695_C_2.jpg,0,Scientific Plots & Charts
..\raw_images\img788_H.jpg,-1,Noise / Mixed
..\raw_images\img4290_B.jpg,11,Metallographic Microstructures
..\raw_images\img12058_B.jpg,-1,Noise / Mixed
..\raw_images\img7989_C.jpg,9,Element Distribution Maps
..\raw_images\img3252_A.jpg,0,Scientific Plots & Charts
..\raw_images\img96_B.jpg,-1,Noise / Mixed
..\raw_images\img10430_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15861_C_2.jpg,11,Metallographic Microstructures
..\raw_images\img6730_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3103_F.jpg,-1,Noise / Mixed
..\raw_images\img10763_A.jpg,11,Metallographic Microstructures
..\raw_images\img1244_A.jpg,6,Atomic-Scale Microscopy
..\raw_images\img14468_B.jpg,7,SEM Morphology
..\raw_images\img12946_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6231_A.jpg,8,EBSD Maps
..\raw_images\img6809_C.jpg,0,Scientific Plots & Charts
..\raw_images\img1918_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1714_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1406_A.jpg,0,Scientific Plots & Charts
..\raw_images\img15155_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13100_B.jpg,8,EBSD Maps
..\raw_images\img7620_A.jpg,8,EBSD Maps
..\raw_images\img8905_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img5844_A.jpg,5,Fracture Cross-Sections
..\raw_images\img4857_C.jpg,0,Scientific Plots & Charts
..\raw_images\img12789_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4620_D.jpg,11,Metallographic Microstructures
..\raw_images\img6984_A.jpg,11,Metallographic Microstructures
..\raw_images\img8539_B_3.jpg,-1,Noise / Mixed
..\raw_images\img7774_F.jpg,-1,Noise / Mixed
..\raw_images\img7751_E.jpg,9,Element Distribution Maps
..\raw_images\img15923_J_2.jpg,5,Fracture Cross-Sections
..\raw_images\img4316_B.jpg,0,Scientific Plots & Charts
..\raw_images\img8385_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15258_A_2.jpg,-1,Noise / Mixed
..\raw_images\img10452_D.jpg,0,Scientific Plots & Charts
..\raw_images\img2618_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8468_single.jpg,0,Scientific Plots & Charts
..\raw_images\img14976_single.jpg,7,SEM Morphology
..\raw_images\img14524_D.jpg,-1,Noise / Mixed
..\raw_images\img9770_D.jpg,9,Element Distribution Maps
..\raw_images\img6061_B.jpg,-1,Noise / Mixed
..\raw_images\img3647_D.jpg,4,Experimental Equipment
..\raw_images\img15872_G_3.jpg,8,EBSD Maps
..\raw_images\img9576_G.jpg,11,Metallographic Microstructures
..\raw_images\img6201_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12367_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4295_A.jpg,4,Experimental Equipment
..\raw_images\img90_B.jpg,1,Diffraction Patterns
..\raw_images\img4003_A.jpg,-1,Noise / Mixed
..\raw_images\img955_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15782_A.jpg,-1,Noise / Mixed
..\raw_images\img3162_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1694_C.jpg,0,Scientific Plots & Charts
..\raw_images\img12709_C.jpg,7,SEM Morphology
..\raw_images\img4074_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3497_B.jpg,0,Scientific Plots & Charts
..\raw_images\img14134_D.jpg,0,Scientific Plots & Charts
..\raw_images\img4886_A.jpg,-1,Noise / Mixed
..\raw_images\img9390_C.jpg,11,Metallographic Microstructures
..\raw_images\img3305_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12893_C.jpg,11,Metallographic Microstructures
..\raw_images\img13420_E.jpg,0,Scientific Plots & Charts
..\raw_images\img7185_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12433_A.jpg,11,Metallographic Microstructures
..\raw_images\img762_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2060_single.jpg,0,Scientific Plots & Charts
..\raw_images\img15624_single.jpg,0,Scientific Plots & Charts
..\raw_images\img10393_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3741_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1961_F.jpg,0,Scientific Plots & Charts
..\raw_images\img15929_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12784_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img11732_D.jpg,11,Metallographic Microstructures
..\raw_images\img14545_L.jpg,0,Scientific Plots & Charts
..\raw_images\img5741_B.jpg,11,Metallographic Microstructures
..\raw_images\img10125_E.jpg,0,Scientific Plots & Charts
..\raw_images\img3650_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12907_E.jpg,11,Metallographic Microstructures
..\raw_images\img4572_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12810_D.jpg,8,EBSD Maps
..\raw_images\img1022_B.jpg,0,Scientific Plots & Charts
..\raw_images\img469_B.jpg,3,Macroscopic Samples
..\raw_images\img14958_B_3.jpg,10,Grain Boundary Structures
..\raw_images\img7724_A.jpg,8,EBSD Maps
..\raw_images\img2568_A.jpg,-1,Noise / Mixed
..\raw_images\img13739_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1134_E.jpg,0,Scientific Plots & Charts
..\raw_images\img11989_B.jpg,-1,Noise / Mixed
..\raw_images\img13240_E.jpg,-1,Noise / Mixed
..\raw_images\img15070_single.jpg,-1,Noise / Mixed
..\raw_images\img10270_C_3.jpg,0,Scientific Plots & Charts
..\raw_images\img12520_C.jpg,0,Scientific Plots & Charts
..\raw_images\img15837_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7842_G.jpg,0,Scientific Plots & Charts
..\raw_images\img8188_C.jpg,0,Scientific Plots & Charts
..\raw_images\img2774_B.jpg,0,Scientific Plots & Charts
..\raw_images\img14674_E.jpg,-1,Noise / Mixed
..\raw_images\img10412_single.jpg,0,Scientific Plots & Charts
..\raw_images\img9393_D.jpg,0,Scientific Plots & Charts
..\raw_images\img7371_single.jpg,0,Scientific Plots & Charts
..\raw_images\img7293_A.jpg,0,Scientific Plots & Charts
..\raw_images\img5883_single.jpg,11,Metallographic Microstructures
..\raw_images\img7888_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4196_single.jpg,-1,Noise / Mixed
..\raw_images\img12829_C.jpg,0,Scientific Plots & Charts
..\raw_images\img12186_D.jpg,7,SEM Morphology
..\raw_images\img11788_E_2.jpg,11,Metallographic Microstructures
..\raw_images\img10253_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6086_C_2.jpg,6,Atomic-Scale Microscopy
..\raw_images\img11463_H.jpg,11,Metallographic Microstructures
..\raw_images\img3315_single.jpg,0,Scientific Plots & Charts
..\raw_images\img15128_G_2.jpg,0,Scientific Plots & Charts
..\raw_images\img10050_B.jpg,11,Metallographic Microstructures
..\raw_images\img3398_single.jpg,-1,Noise / Mixed
..\raw_images\img7434_D.jpg,-1,Noise / Mixed
..\raw_images\img2883_B.jpg,1,Diffraction Patterns
..\raw_images\img4559_B.jpg,0,Scientific Plots & Charts
..\raw_images\img9637_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10424_A.jpg,8,EBSD Maps
..\raw_images\img7427_D_2.jpg,7,SEM Morphology
..\raw_images\img9676_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6836_C_2.jpg,9,Element Distribution Maps
..\raw_images\img15480_H.jpg,0,Scientific Plots & Charts
..\raw_images\img8466_D_2.jpg,9,Element Distribution Maps
..\raw_images\img13961_G.jpg,-1,Noise / Mixed
..\raw_images\img5974_B_2.jpg,11,Metallographic Microstructures
..\raw_images\img3517_B.jpg,0,Scientific Plots & Charts
..\raw_images\img9062_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4576_single.jpg,0,Scientific Plots & Charts
..\raw_images\img10437_H.jpg,0,Scientific Plots & Charts
..\raw_images\img6750_B.jpg,11,Metallographic Microstructures
..\raw_images\img8305_C.jpg,0,Scientific Plots & Charts
..\raw_images\img5682_B.jpg,-1,Noise / Mixed
..\raw_images\img11013_B.jpg,7,SEM Morphology
..\raw_images\img15416_E.jpg,-1,Noise / Mixed
..\raw_images\img9020_A.jpg,8,EBSD Maps
..\raw_images\img964_D.jpg,-1,Noise / Mixed
..\raw_images\img9870_single.jpg,0,Scientific Plots & Charts
..\raw_images\img10251_B.jpg,-1,Noise / Mixed
..\raw_images\img3285_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13783_D.jpg,-1,Noise / Mixed
..\raw_images\img11651_A.jpg,11,Metallographic Microstructures
..\raw_images\img2876_C.jpg,0,Scientific Plots & Charts
..\raw_images\img315_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12223_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8538_D.jpg,0,Scientific Plots & Charts
..\raw_images\img8086_A.jpg,11,Metallographic Microstructures
..\raw_images\img7659_C.jpg,0,Scientific Plots & Charts
..\raw_images\img12231_D.jpg,7,SEM Morphology
..\raw_images\img7443_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1317_single.jpg,0,Scientific Plots & Charts
..\raw_images\img7449_A.jpg,-1,Noise / Mixed
..\raw_images\img11654_B.jpg,-1,Noise / Mixed
..\raw_images\img13721_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2891_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15234_E_2.jpg,-1,Noise / Mixed
..\raw_images\img4898_single.jpg,4,Experimental Equipment
..\raw_images\img13436_A.jpg,0,Scientific Plots & Charts
..\raw_images\img15013_C.jpg,0,Scientific Plots & Charts
..\raw_images\img7723_A_2.jpg,9,Element Distribution Maps
..\raw_images\img15562_A.jpg,11,Metallographic Microstructures
..\raw_images\img5812_B.jpg,11,Metallographic Microstructures
..\raw_images\img8370_B.jpg,11,Metallographic Microstructures
..\raw_images\img4512_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6909_C.jpg,0,Scientific Plots & Charts
..\raw_images\img13119_F_2.jpg,7,SEM Morphology
..\raw_images\img2593_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4004_A.jpg,6,Atomic-Scale Microscopy
..\raw_images\img15394_single.jpg,0,Scientific Plots & Charts
..\raw_images\img9160_C.jpg,0,Scientific Plots & Charts
..\raw_images\img9976_C.jpg,-1,Noise / Mixed
..\raw_images\img1629_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15128_H.jpg,0,Scientific Plots & Charts
..\raw_images\img9511_F.jpg,-1,Noise / Mixed
..\raw_images\img9727_E.jpg,11,Metallographic Microstructures
..\raw_images\img11724_A.jpg,8,EBSD Maps
..\raw_images\img1524_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12231_B.jpg,7,SEM Morphology
..\raw_images\img5177_single.jpg,2,Elemental Mapping
..\raw_images\img8127_N_3.jpg,10,Grain Boundary Structures
..\raw_images\img4096_G_2.jpg,9,Element Distribution Maps
..\raw_images\img625_single.jpg,0,Scientific Plots & Charts
..\raw_images\img4857_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10326_B.jpg,-1,Noise / Mixed
..\raw_images\img6084_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10090_D.jpg,-1,Noise / Mixed
..\raw_images\img11351_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2467_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12384_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13366_E.jpg,-1,Noise / Mixed
..\raw_images\img5336_C.jpg,11,Metallographic Microstructures
..\raw_images\img8063_single.jpg,0,Scientific Plots & Charts
..\raw_images\img15591_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13896_C.jpg,0,Scientific Plots & Charts
..\raw_images\img723_B.jpg,0,Scientific Plots & Charts
..\raw_images\img9891_F.jpg,11,Metallographic Microstructures
..\raw_images\img1373_D.jpg,11,Metallographic Microstructures
..\raw_images\img5774_A.jpg,0,Scientific Plots & Charts
..\raw_images\img244_A.jpg,-1,Noise / Mixed
..\raw_images\img6923_single.jpg,0,Scientific Plots & Charts
..\raw_images\img11452_E.jpg,0,Scientific Plots & Charts
..\raw_images\img1289_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4267_single.jpg,0,Scientific Plots & Charts
..\raw_images\img6699_C.jpg,11,Metallographic Microstructures
..\raw_images\img5396_D.jpg,0,Scientific Plots & Charts
..\raw_images\img13253_D.jpg,7,SEM Morphology
..\raw_images\img15367_C.jpg,0,Scientific Plots & Charts
..\raw_images\img15319_C.jpg,0,Scientific Plots & Charts
..\raw_images\img8425_A.jpg,11,Metallographic Microstructures
..\raw_images\img9320_E.jpg,11,Metallographic Microstructures
..\raw_images\img4191_E_2.jpg,-1,Noise / Mixed
..\raw_images\img673_D.jpg,0,Scientific Plots & Charts
..\raw_images\img10682_B.jpg,11,Metallographic Microstructures
..\raw_images\img10504_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10735_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10660_C.jpg,7,SEM Morphology
..\raw_images\img9959_E.jpg,0,Scientific Plots & Charts
..\raw_images\img13096_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14788_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10342_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7345_A.jpg,8,EBSD Maps
..\raw_images\img9719_D.jpg,11,Metallographic Microstructures
..\raw_images\img14779_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img798_A.jpg,-1,Noise / Mixed
..\raw_images\img13897_B.jpg,0,Scientific Plots & Charts
..\raw_images\img11139_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10257_A.jpg,3,Macroscopic Samples
..\raw_images\img7478_A.jpg,11,Metallographic Microstructures
..\raw_images\img217_G_2.jpg,8,EBSD Maps
..\raw_images\img71_A.jpg,11,Metallographic Microstructures
..\raw_images\img13005_F.jpg,7,SEM Morphology
..\raw_images\img4000_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13058_D_2.jpg,-1,Noise / Mixed
..\raw_images\img14420_single.jpg,0,Scientific Plots & Charts
..\raw_images\img9621_C.jpg,7,SEM Morphology
..\raw_images\img1349_B.jpg,11,Metallographic Microstructures
..\raw_images\img6060_G.jpg,-1,Noise / Mixed
..\raw_images\img9128_C.jpg,11,Metallographic Microstructures
..\raw_images\img12497_F.jpg,-1,Noise / Mixed
..\raw_images\img5632_C.jpg,8,EBSD Maps
..\raw_images\img3945_H.jpg,11,Metallographic Microstructures
..\raw_images\img6368_A.jpg,8,EBSD Maps
..\raw_images\img535_D.jpg,0,Scientific Plots & Charts
..\raw_images\img6590_I.jpg,-1,Noise / Mixed
..\raw_images\img6380_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4329_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2579_single.jpg,0,Scientific Plots & Charts
..\raw_images\img4582_single.jpg,0,Scientific Plots & Charts
..\raw_images\img13013_C.jpg,7,SEM Morphology
..\raw_images\img12381_G.jpg,0,Scientific Plots & Charts
..\raw_images\img5380_A.jpg,11,Metallographic Microstructures
..\raw_images\img7814_D_2.jpg,0,Scientific Plots & Charts
..\raw_images\img11810_B.jpg,0,Scientific Plots & Charts
..\raw_images\img9543_B.jpg,2,Elemental Mapping
..\raw_images\img13119_F.jpg,7,SEM Morphology
..\raw_images\img12852_E_2.jpg,7,SEM Morphology
..\raw_images\img7757_B.jpg,0,Scientific Plots & Charts
..\raw_images\img280_single.jpg,0,Scientific Plots & Charts
..\raw_images\img9052_E.jpg,0,Scientific Plots & Charts
..\raw_images\img4803_E.jpg,0,Scientific Plots & Charts
..\raw_images\img14297_single.jpg,0,Scientific Plots & Charts
..\raw_images\img11022_single.jpg,0,Scientific Plots & Charts
..\raw_images\img14641_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11832_E.jpg,10,Grain Boundary Structures
..\raw_images\img6903_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4939_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8923_H.jpg,0,Scientific Plots & Charts
..\raw_images\img10175_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14881_single.jpg,11,Metallographic Microstructures
..\raw_images\img1067_B.jpg,0,Scientific Plots & Charts
..\raw_images\img1873_A.jpg,0,Scientific Plots & Charts
..\raw_images\img15489_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13490_E_2.jpg,8,EBSD Maps
..\raw_images\img9301_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15022_B.jpg,3,Macroscopic Samples
..\raw_images\img7475_C.jpg,-1,Noise / Mixed
..\raw_images\img6545_B.jpg,8,EBSD Maps
..\raw_images\img12395_E_2.jpg,0,Scientific Plots & Charts
..\raw_images\img164_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15839_D.jpg,-1,Noise / Mixed
..\raw_images\img6451_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11857_B.jpg,5,Fracture Cross-Sections
..\raw_images\img10109_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2930_D.jpg,0,Scientific Plots & Charts
..\raw_images\img4922_C_3.jpg,0,Scientific Plots & Charts
..\raw_images\img89_D.jpg,1,Diffraction Patterns
..\raw_images\img5623_K_3.jpg,0,Scientific Plots & Charts
..\raw_images\img3021_C.jpg,0,Scientific Plots & Charts
..\raw_images\img15253_single.jpg,4,Experimental Equipment
..\raw_images\img4057_F.jpg,9,Element Distribution Maps
..\raw_images\img10141_F.jpg,-1,Noise / Mixed
..\raw_images\img3623_B.jpg,8,EBSD Maps
..\raw_images\img11154_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6048_D_2.jpg,11,Metallographic Microstructures
..\raw_images\img7128_D.jpg,0,Scientific Plots & Charts
..\raw_images\img11819_D_2.jpg,0,Scientific Plots & Charts
..\raw_images\img654_single.jpg,0,Scientific Plots & Charts
..\raw_images\img11238_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6316_C.jpg,0,Scientific Plots & Charts
..\raw_images\img8500_D_2.jpg,-1,Noise / Mixed
..\raw_images\img13609_A.jpg,-1,Noise / Mixed
..\raw_images\img5818_D_2.jpg,-1,Noise / Mixed
..\raw_images\img7307_A.jpg,-1,Noise / Mixed
..\raw_images\img6530_B.jpg,7,SEM Morphology
..\raw_images\img6808_B.jpg,0,Scientific Plots & Charts
..\raw_images\img230_F.jpg,0,Scientific Plots & Charts
..\raw_images\img13382_E.jpg,-1,Noise / Mixed
..\raw_images\img9509_F.jpg,-1,Noise / Mixed
..\raw_images\img8597_A.jpg,0,Scientific Plots & Charts
..\raw_images\img9096_C.jpg,7,SEM Morphology
..\raw_images\img595_single.jpg,0,Scientific Plots & Charts
..\raw_images\img14045_B.jpg,11,Metallographic Microstructures
..\raw_images\img13122_A.jpg,0,Scientific Plots & Charts
..\raw_images\img260_single.jpg,0,Scientific Plots & Charts
..\raw_images\img2806_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4832_single.jpg,0,Scientific Plots & Charts
..\raw_images\img11076_J_2.jpg,-1,Noise / Mixed
..\raw_images\img249_D.jpg,0,Scientific Plots & Charts
..\raw_images\img6723_A.jpg,-1,Noise / Mixed
..\raw_images\img5586_E.jpg,11,Metallographic Microstructures
..\raw_images\img5419_J.jpg,5,Fracture Cross-Sections
..\raw_images\img13963_A.jpg,11,Metallographic Microstructures
..\raw_images\img14476_E.jpg,0,Scientific Plots & Charts
..\raw_images\img7225_C.jpg,0,Scientific Plots & Charts
..\raw_images\img3159_A.jpg,0,Scientific Plots & Charts
..\raw_images\img5585_C.jpg,11,Metallographic Microstructures
..\raw_images\img6461_F.jpg,1,Diffraction Patterns
..\raw_images\img5403_D.jpg,8,EBSD Maps
..\raw_images\img1956_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4976_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4167_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6010_F.jpg,9,Element Distribution Maps
..\raw_images\img11878_D.jpg,-1,Noise / Mixed
..\raw_images\img1553_A.jpg,11,Metallographic Microstructures
..\raw_images\img1329_D.jpg,0,Scientific Plots & Charts
..\raw_images\img4676_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11953_A.jpg,-1,Noise / Mixed
..\raw_images\img3849_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12784_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img4746_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12686_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7979_C.jpg,2,Elemental Mapping
..\raw_images\img8513_D_2.jpg,10,Grain Boundary Structures
..\raw_images\img3947_B.jpg,11,Metallographic Microstructures
..\raw_images\img253_C.jpg,0,Scientific Plots & Charts
..\raw_images\img229_single.jpg,0,Scientific Plots & Charts
..\raw_images\img6225_K_2.jpg,9,Element Distribution Maps
..\raw_images\img15191_B.jpg,0,Scientific Plots & Charts
..\raw_images\img11657_A.jpg,-1,Noise / Mixed
..\raw_images\img658_E.jpg,9,Element Distribution Maps
..\raw_images\img5734_D.jpg,7,SEM Morphology
